# file: Allele_status.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/Allele_status.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allele_status.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
Allele,Cells,Groups,Confirmed,Start,End,Partial,Type
KIR3DL2*094,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*095,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*096,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*097,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*098,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*099,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*10001,2,1,Confirmed,1,1368,Full,cDNA
KIR3DL2*10002,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*101,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*102,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*103,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*104,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*105,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*10601,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*10701,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*10801,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*109,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*11001,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*11002,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*111,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*112,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*113,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*114,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*115,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*116,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL2*117,1,1,Unconfirmed,1,1368,Full,cDNA
KIR3DL3*0010101,6,5,Confirmed,1,1233,Full,gDNA
KIR3DL3*0010102,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*0010103,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0010104,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0010201,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*0010202,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0010203,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00103,2,1,Confirmed,1,1233,Full,cDNA
KIR3DL3*00104,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00105,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020101,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0020102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020201,2,2,Confirmed,35,1233,Partial,gDNA
KIR3DL3*0020202,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020203,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020204,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00203,2,1,Confirmed,1,1233,Full,cDNA
KIR3DL3*00204,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00205,3,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*0020601,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0020602,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020603,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020604,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020605,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0020701,3,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*0020702,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00208,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*00209,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00210,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00211,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*0030101,5,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0030102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0030103,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*0030104,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0030105,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*0030106,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*0030107,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0030108,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0030109,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0030112,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*00302,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00303,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00304,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00401,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*0040201,4,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0040202,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0040203,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0040204,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00403,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*005,4,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*0060101,4,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0060102,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*0060103,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00602,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*00603,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0070101,4,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0070102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0070103,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0070104,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00801,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*00802,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0090101,6,5,Confirmed,1,1233,Full,gDNA
KIR3DL3*0090102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0090103,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0090104,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0090105,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0090106,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0090107,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*00902,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*00903,1,1,Unconfirmed,71,1233,Partial,cDNA
KIR3DL3*00904,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00905,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*00906,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01001,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01002,4,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01003,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01004,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*01101,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01102,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01103,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01104,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01105,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*012,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01301,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01302,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01303,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*01304,1,1,Unconfirmed,1,1230,Partial,cDNA
KIR3DL3*01305,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*01306,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*01307,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*01308,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01309,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01401,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*0140201,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0140202,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0140203,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0140204,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0140205,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*0140206,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*01403,1,1,Unconfirmed,1,1230,Partial,cDNA
KIR3DL3*01404,2,1,Confirmed,1,1233,Full,cDNA
KIR3DL3*01405,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01406,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01407,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01408,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01409,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01410,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01411,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01412,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01413,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*01414,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*01501,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01502,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01503,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*01601,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*01602,1,1,Unconfirmed,71,1233,Partial,cDNA
KIR3DL3*01701,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*01702,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*01801,1,1,Unconfirmed,1,1230,Partial,cDNA
KIR3DL3*01802,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*019,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*020,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*02101,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*02102,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*022,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*023,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*0250101,4,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*02502,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*02601,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*02602,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*02701,4,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*02702,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*02703,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*02704,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*02705,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*02801,2,1,Confirmed,1,1233,Full,cDNA
KIR3DL3*02802,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*029,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*030,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*031,1,1,Unconfirmed,50,1233,Partial,cDNA
KIR3DL3*032,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*033,1,1,Unconfirmed,71,1233,Partial,cDNA
KIR3DL3*034,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*035,3,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*036,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*037,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*038,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*039,1,1,Unconfirmed,70,1233,Partial,cDNA
KIR3DL3*040,1,1,Unconfirmed,70,1233,Partial,cDNA
KIR3DL3*0410101,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*0410102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*0410103,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*042,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*043,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*044,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*045,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*046,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*047,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*04801,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*04802,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*04901,2,2,Confirmed,1,1233,Full,cDNA
KIR3DL3*04902,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*050,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*051,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*052,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*053,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*054,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*055,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*056,1,1,Unconfirmed,70,1233,Partial,cDNA
KIR3DL3*057,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*058,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*059,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*060,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*061,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*062,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*063,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*064,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*065,3,3,Confirmed,1,1233,Full,gDNA
KIR3DL3*066,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*067,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*068,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*069,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*070,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*071,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*072,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*073,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*074,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*075,2,1,Confirmed,1,1233,Full,cDNA
KIR3DL3*076,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*077,3,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*078,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*079,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*080N,3,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*081,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*082,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*083,3,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*084,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*085,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*086,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*087,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*088,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*089,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*090,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*091,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*092,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*093,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*094,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*095,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*096,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*097,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*098,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*099,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*100,2,2,Confirmed,1,1233,Full,gDNA
KIR3DL3*101,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*102,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*103,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*104,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*105,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*106,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*10701,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*10801,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*10802,1,1,Unconfirmed,1,1233,Full,gDNA
KIR3DL3*1090101,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*1100101,2,1,Confirmed,1,1233,Full,gDNA
KIR3DL3*111,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*112,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*113,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*114,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DL3*115,1,1,Unconfirmed,1,1233,Full,cDNA
KIR3DP1*001,2,3,Confirmed,1,949,Full,gDNA
KIR3DP1*002,1,1,Unconfirmed,1,949,Full,gDNA
KIR3DP1*0030101,4,3,Confirmed,1,913,Full,gDNA
KIR3DP1*0030102,3,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0030103,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0030201,2,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0030202,5,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0030203,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030204,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030205,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030206,2,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0030207,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0030208,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030209,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030210,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030211,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0030212,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030213,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030214,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030215,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030216,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030217,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00303,1,1,Unconfirmed,1,913,Full,cDNA
KIR3DP1*0030401,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030402,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00305,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0030601,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0030602,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*00307,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*00308,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00309,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00310,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*00311,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00312,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*004,2,1,Confirmed,1,949,Full,cDNA
KIR3DP1*005,2,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0060101,4,3,Confirmed,1,913,Full,gDNA
KIR3DP1*0060102,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0060103,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0060104,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00602,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0060301,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0060302,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*00604,2,2,Confirmed,1,913,Full,gDNA
KIR3DP1*00605,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*007,2,2,Confirmed,1,949,Full,cDNA
KIR3DP1*008,1,1,Unconfirmed,1,913,Full,cDNA
KIR3DP1*0090101,1,1,Unconfirmed,1,949,Full,gDNA
KIR3DP1*0090102,1,1,Unconfirmed,1,949,Full,gDNA
KIR3DP1*0090103,1,1,Unconfirmed,1,949,Full,gDNA
KIR3DP1*00902,1,1,Unconfirmed,1,949,Full,cDNA
KIR3DP1*0100101,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0100102,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*01002,1,1,Unconfirmed,1,913,Full,cDNA
KIR3DP1*01003,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*01004,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*01005,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*011,1,1,Unconfirmed,1,949,Full,cDNA
KIR3DP1*012,1,1,Unconfirmed,1,949,Full,cDNA
KIR3DP1*013,1,1,Unconfirmed,1,913,Full,cDNA
KIR3DP1*0140101,3,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0140102,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0140103,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0150101,3,2,Confirmed,1,913,Full,gDNA
KIR3DP1*0150102,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0150103,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*01502,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*016,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*017,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*018,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*019,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*020,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*021,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*022,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*023,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*024,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*025,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*026,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0270101,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0270102,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0280101,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0280102,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*029,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*030,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*031,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0320101,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*0320102,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*0320103,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*033,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*034,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*035,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*036,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*037,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*038,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*039,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*040,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*041,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*042,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*043,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*044,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*045,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*046,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*047,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*048,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*049,1,1,Unconfirmed,1,913,Full,gDNA
KIR3DP1*050,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*051,2,1,Confirmed,1,913,Full,gDNA
KIR3DP1*052,2,1,Confirmed,1,913,Full,gDNA
KIR3DS1*010,1,1,Unconfirmed,1,1164,Full,cDNA
KIR3DS1*011,1,1,Unconfirmed,1,1149,Partial,cDNA
KIR3DS1*012,1,1,Unconfirmed,1,1149,Partial,cDNA
KIR3DS1*0130101,10,6,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130102,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130103,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130104,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130105,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130106,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130107,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130108,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130109,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130110,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130111,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130112,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130113,2,1,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130114,3,1,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130115,2,1,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130116,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130117,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130118,2,1,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130119,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130120,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130121,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130122,2,1,Confirmed,1,1165,Full,gDNA
KIR3DS1*0130123,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130124,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130125,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130126,1,1,Unconfirmed,1,1165,Full,gDNA
KIR3DS1*0130127,2,1,Confirmed,1,1165,Full,gDNA
